total_cost,total_emission,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12
19506.9551,3895.80127,101.102646,71.9009857,71.5374069,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,114.966217
19507.0137,3895.78784,101.518456,71.3637009,71.6589432,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,114.966217
19496.3281,3898.51025,104.772873,73.9539795,73.6292343,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,107.151123
19487.8711,3900.74023,107.486504,75.4384613,75.6520767,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,100.930107
19487.8262,3900.75464,107.150383,75.5480576,75.8789139,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,100.930107
19493.2188,3899.32471,106.837723,74.1923904,73.7164993,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.760612
19491.0938,3899.88354,106.199425,75.3066406,74.6748123,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,103.326431
19499.4629,3897.70093,104.296715,73.0555344,72.7541351,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,109.400848
19504.9844,3896.29663,101.970306,72.5906372,71.4460602,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.500298
19504.9883,3896.29492,102.003365,72.1184006,71.8851929,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.500298
19504.9355,3896.30811,101.636574,72.0786743,72.2916336,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.500298
19504.9277,3896.31055,101.571358,72.4405746,71.9951935,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.500298
19504.8906,3896.32153,101.308739,72.0994644,72.5988846,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.500298
19505.0703,3896.27637,102.575806,72.1819077,71.2492828,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.500298
19502.4043,3896.94971,102.461655,73.2855072,72.11689,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,111.643211
19501.8086,3897.10205,102.663071,72.4349976,73.2017059,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,111.207512
19506.623,3895.88403,101.40448,71.6972122,71.7002945,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,114.705269
19480.4336,3902.75659,110.298279,77.6969757,76.1124802,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,95.3993912
19478.375,3903.32617,110.082504,77.5668411,77.894577,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,93.9632492
19478.5098,3903.28784,111.051308,76.9424438,77.5502625,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,93.9632492
19511.6816,3894.63013,99.4395447,70.3243484,71.3063431,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,118.43689
19511.7031,3894.62329,99.5819931,70.7799606,70.7084351,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,118.43689
19513.6875,3894.13818,99.0420761,70.0879593,70.5024033,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.874924
19510.9766,3894.80347,100.155869,70.3819733,71.0962982,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,117.872955
19501.0352,3897.29907,103.381554,72.4364471,73.0947266,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,110.594543
19501.1113,3897.27979,103.905235,72.827919,72.1795349,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,110.594543
19504.377,3896.45044,101.430466,73.095108,71.8540192,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.127617
19485.9395,3901.26221,108.815895,76.6161652,74.6416779,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,99.4335861
19485.6973,3901.33057,107.067947,77.2562256,75.7494354,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,99.4335861
19482.6211,3902.15796,109.025833,77.1867981,76.2234955,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,97.0710373
19482.7656,3902.11938,110.075851,76.1255722,76.2348251,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,97.0710373
19492.5508,3899.49878,105.594978,75.0933228,74.4065704,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.5605,3899.49707,105.658379,75.0754318,74.3612137,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.6895,3899.46338,106.576645,74.6459045,73.8724136,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.7461,3899.44873,106.996529,74.2212524,73.8770218,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.6621,3899.46924,106.394897,74.6624756,74.0375443,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.627,3899.47852,106.154686,74.3185425,74.621521,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.5664,3899.49634,105.701065,74.4220123,74.9718323,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.5918,3899.48804,105.887672,75.1091003,74.0980988,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.5078,3899.51074,105.288315,75.3273621,74.4789658,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.6387,3899.47437,106.232918,74.7851181,74.0766144,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.7344,3899.45215,106.908508,74.50177,73.6845856,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19489.7598,3900.2373,106.57177,75.3050613,75.2795715,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,102.350945
19489.8711,3900.20898,107.369362,74.5301666,75.2568359,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,102.350945
19492.7461,3899.44873,106.999802,74.4189835,73.6760101,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.7305,3899.45337,106.871216,74.3556595,73.8680801,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.5488,3899.50244,105.564529,75.7710266,73.7592926,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19492.5059,3899.5127,105.261513,75.0286407,74.8047943,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.412468
19504.5,3896.41992,102.314026,71.7083588,72.3573761,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.127617
19504.5273,3896.41187,102.508873,72.2587738,71.61203,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.127617
19504.373,3896.45093,101.411392,72.867836,72.1004257,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.127617
19504.4785,3896.42334,102.173431,71.9664459,72.2396317,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,113.127617
19493.9141,3899.1416,105.650032,73.8136749,74.6750259,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,105.368462
19491.7656,3899.70483,106.534897,74.8238602,74.3805771,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,103.767921
19493.7852,3899.17676,104.703339,74.889534,74.5460052,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,105.368462
19493.8164,3899.16772,104.921585,75.0232773,74.1940079,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,105.368462
19494.0312,3899.11157,106.475952,73.9090805,73.7538757,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,105.368462
19493.8555,3899.15649,105.20491,75.0146103,73.9193115,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,105.368462
19493.8398,3899.16187,105.084274,75.1857071,73.8689575,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,105.368462
19502.3535,3896.9624,102.926834,72.5101929,72.5077744,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,111.562515
19503.4512,3896.68628,101.814079,73.4244156,71.829361,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,112.43956
19500.6621,3897.39453,103.237358,73.7107315,72.2145767,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,110.344559
19500.5918,3897.41235,102.749481,73.120903,73.2923737,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,110.344559
19500.7109,3897.3811,103.606285,72.5700989,72.9861755,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,110.344559
19457.3848,3909.36963,117.020988,83.5684814,80.6496277,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,115.457611,82.8097916
19457.5,3909.32397,117.099998,82.0164032,82.0204773,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,116.912613,81.4570923
19457.2012,3909.4209,116.788918,82.4625244,82.099823,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,115.180908,82.9742584
19453.6504,3910.47705,118.872757,83.3302155,81.8881073,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,115.180908,80.2345581
19443.7793,3913.51465,123.819931,85.0634232,82.8600693,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,109.808342,77.9547806
19443.7324,3913.53247,123.458717,85.6303101,82.6542358,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,109.808342,77.9547806
19447.8945,3912.24146,123.905487,82.791153,82.0454178,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,112.909782,77.85466
19447.8086,3912.26172,123.269913,82.8440247,82.6281052,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,112.909782,77.85466
19447.7168,3912.28638,122.58493,83.5671463,82.5901337,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,112.909782,77.85466
19457.2441,3909.40283,119.639595,81.3606262,80.5943527,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,115.180908,82.731102
19461.5859,3908.11597,116.187706,80.8131027,81.1285782,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,116.912613,84.4645538
19512.8496,3894.34253,99.0869522,71.038353,70.0971375,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.284943
19487.125,3900.94336,108.312798,76.3223953,74.5526581,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,100.319611
19429.1426,3918.21094,129.531799,86.9374542,86.545639,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.2321091
19425.0059,3919.57642,129.246841,87.7442322,88.9967651,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.006866,73.5117569
19424.6973,3919.67993,131.246674,86.7840729,88.366066,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,72.8499298
19424.7754,3919.65234,131.87558,88.3242264,86.196907,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,72.8499298
19424.7852,3919.64966,131.922684,87.2363663,87.2378693,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,72.8499298
19427.666,3918.70459,128.249451,89.6786346,86.0335236,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,75.2851868
19429.7676,3918.01099,127.083267,87.575264,87.6720657,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19429.8418,3917.98071,127.679901,87.7893372,86.8613434,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19429.4297,3918.11597,127.747131,87.9300232,86.9586868,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.6110764
19429.9531,3917.94385,128.533539,87.7589035,86.0380936,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19428.5625,3918.41309,126.729782,88.9275742,87.5258331,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,99.4069748,76.916214
19427.041,3918.90186,128.347412,88.3513947,87.7397919,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,99.2708282,75.7970047
19422.2363,3920.50342,129.560669,88.7476425,89.7325974,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,99.2708282,72.1947556
19420.2285,3921.1626,132.092499,89.4823227,88.1577377,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,99.2593307,70.5146179
19417.873,3921.97046,131.352798,90.0179825,90.0381012,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.4522552,70.6453857
19430.043,3917.92017,129.182739,86.212616,86.9354095,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19429.7559,3918.0144,127.015938,88.526825,86.7878494,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19410.8301,3924.39453,135.556229,90.9985504,90.4703369,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,92.0120392,70.4692535
19415.4863,3922.78564,132.54631,91.3311386,89.40905,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,95.7507782,70.4692535
19415.5332,3922.76953,132.897171,89.9745483,90.4148941,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,95.7507782,70.4692535
19429.8711,3917.97534,127.877647,86.7764359,87.676506,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19430.0566,3917.9187,129.294373,87.9272842,85.1090088,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19425.1641,3919.52881,132.153702,88.0321503,85.9576492,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,73.1031342
19424.7988,3919.63721,129.379913,88.838562,87.9252472,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,73.1031342
19429.8848,3917.96558,128.0112,87.6727829,86.6465683,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19430.0586,3917.9165,129.300812,85.9785919,87.0511475,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19429.957,3917.94336,128.548523,86.7466965,87.0352554,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19430.0566,3917.9187,129.297745,87.969635,85.0631409,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19429.9863,3917.93433,128.77121,86.6538925,86.9055023,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19429.8066,3917.99536,127.411423,88.4776688,86.4414368,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19429.9004,3917.96045,128.129456,87.4693375,86.7318268,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19419.0723,3921.55566,132.329636,89.3443604,88.9395599,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,70.6328201
19418.957,3921.60498,131.404617,88.8779602,90.3308716,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,70.6328201
19411.0859,3924.28564,135.108063,90.7744522,90.8062286,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,64.5576401
19419.2168,3921.51123,133.449432,89.3323288,87.8317719,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,70.6328201
19418.8242,3921.65063,130.394852,90.394249,89.8244019,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,70.6328201
19423.1055,3920.20483,130.280579,88.8833771,88.3274155,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,73.754982
19423.2031,3920.17773,130.998032,87.6866684,88.8067245,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,73.754982
19416.6602,3922.38477,134.464676,90.5398178,87.5683365,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.0447998,68.8888168
19417.0098,3922.26782,132.504654,91.7770233,87.849144,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,69.1154861
19421.0762,3920.89062,130.94194,90.697876,87.3866806,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,72.2197189
19421.2012,3920.84326,131.918289,89.8165512,87.2916183,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,72.2197189
19418.1855,3921.8584,133.710114,89.154808,88.522789,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,69.8586121
19413.9023,3923.31738,133.22084,91.6543808,89.5825195,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,66.7885513
19409.0957,3925.00977,135.292236,94.2058487,88.6668549,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,63.0814667
19414.3203,3923.1897,136.414841,89.7631149,88.2799759,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,66.7885513
19408.7285,3925.12036,136.292831,93.1811981,89.0478668,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,62.7246437
19413.8984,3923.32471,133.166977,92.1160355,89.1749649,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,66.7885513
19423.3379,3920.13208,132.056458,88.5364609,86.8984222,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,73.754982
19423.3145,3920.13892,131.866302,88.0027924,87.6224365,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,73.754982
19414.0234,3923.28491,132.563751,92.2243423,89.5316238,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.5949097,67.5917892
19414.2344,3923.22632,134.148758,92.4723969,87.698761,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.5949097,67.5917892
19414.2188,3923.22681,133.991531,88.8871765,91.4410553,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.5949097,67.5917892
19411.7891,3924.05615,136.039749,91.0885696,89.1817322,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,95.6048126,67.5917892
19409.752,3924.75977,134.637131,93.1555252,89.8361511,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.5949097,64.2827377
19414.3457,3923.16724,135.064392,89.7993851,89.4559021,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.5949097,67.5917892
19410.209,3924.61865,135.186752,90.6314468,91.6468124,179.999374,179.999649,179.999573,179.997787,179.998779,179.950043,119.999222,119.999512,93.1010818,68.9898911
19423.2383,3920.16016,131.306076,88.7434006,87.4418411,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,73.754982
19423.1758,3920.18457,130.826157,89.6348343,87.0303421,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,73.754982
19423.1875,3920.18237,130.871643,87.861557,88.7582932,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,73.754982
19416.2598,3922.51855,133.976822,89.3976364,89.4751053,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.2951431,70.3619995
19423.1992,3920.1792,130.976944,87.6253738,88.8889923,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.2601471,73.754982
19409.3926,3924.875,135.428223,91.1335144,91.3971863,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.9973602,63.5502167
19416.5156,3922.43848,134.169693,91.1378784,87.3446198,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.9973602,68.856987
19424.8359,3919.62891,131.570618,87.234848,87.5183868,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,72.9227448
19424.4766,3919.74927,128.820648,89.7338638,87.7694702,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,72.9227448
19424.8398,3919.62695,131.596481,87.5761032,87.1514664,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,72.9227448
19430.0977,3917.90649,129.579697,85.8816223,86.8693924,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19422.4941,3920.41748,130.521729,90.0930634,87.3643799,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.0423126,74.4850006
19429.7246,3918.02637,126.76696,87.809494,87.7540131,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19430.0801,3917.90723,129.480865,87.3893738,85.4602509,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19430.1758,3917.8811,130.202377,86.2746048,85.8535919,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19430.1055,3917.89893,129.671524,86.4946671,86.1643143,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19429.9883,3917.9314,128.803635,87.0240479,86.5027008,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19430.0156,3917.9231,129.010956,87.075943,86.243515,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,100.259766,76.916214
19514.4492,3894.00439,103.037735,68.3102112,68.159256,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.999962
19508.7812,3895.34912,101.385307,70.5799561,71.3256836,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,116.216255
19508.873,3895.32422,100.598495,71.8722305,70.6800079,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,116.356613
19508.7266,3895.36035,99.5832901,71.9780273,71.5891647,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,116.356613
19251.0723,4088.26855,228.748444,167.516708,161.739944,172.799881,179.00473,163.221008,174.213882,177.253632,177.768082,44.5947723,41.7694473,55.3298035,55.5398178
19509.4805,3895.1748,100.584137,71.9085388,70.2323074,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,116.782242
19510.6582,3894.88354,100.519615,70.3325348,71.0413589,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,117.613831
19510.5898,3894.89795,100.027679,71.2615356,70.6042023,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,117.613831
19514.0918,3894.0481,100.628395,69.3564453,69.5222931,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.999962
19408.3613,3925.26196,137.400665,91.960083,89.6428299,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.8918915,68.6110687
19407.0215,3925.72168,135.62825,92.7658234,91.4012299,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,92.9746628,66.7365189
19401.0566,3927.85791,137.276505,95.5065918,91.5632095,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.3041153,63.8561897
19415.3477,3922.84082,133.176971,90.0102539,90.3064575,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,93.1532898,72.8596039
19399.4766,3928.43188,142.043991,93.0362473,90.8903198,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,89.9553604,63.5804939
19405.3516,3926.31812,138.512009,91.9360275,90.8726425,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.035553,67.1502838
19405.082,3926.41699,136.388474,93.8131409,91.1192474,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.035553,67.1502838
19413.6562,3923.42285,133.459595,91.9500351,89.3406372,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,93.1532898,71.6030273
19404.2363,3926.7085,137.305466,92.8907471,91.8305359,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,90.8004608,66.6792831
19410.4492,3924.53882,135.733292,90.2782288,91.3341141,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,90.8761597,71.2848587
19404.6992,3926.55566,137.641754,91.2526627,92.8302689,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,90.8761597,66.9058151
19407.6914,3925.49805,135.227966,92.4690475,91.6137009,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,90.7735977,69.4223862
19416.5742,3922.4209,133.787674,89.5274582,89.342247,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,93.1532898,73.6957474
19415.0703,3922.93994,133.671585,91.5815048,88.4880981,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,93.1532898,72.6121216
